"@title","English"
"#00501","That craft doesn't have any more power..."
"#00502","That craft doesn't have any more power... Select ""Economy"" > ""Crafts"" to level up that craft and refill its power."
"#00503","""<0>"" is complete."
"#00504","You created a <0>."
"#00505","<1> the <0> moved in: +<2>"
"#00506","Congratulations! We have our first new resident!/You will get gold from them equal to 4x the Yield of the location where they moved./Plus, you can collect taxes from them each March, depending on their job and Yield./Try to get even more residents!"
"#00507","Congratulations! When your city increases in size, the number of stores you can research increases, and you will attract new residents."
"#00508","It looks like we're growing nicely! But to get to the next level, we'll need ""combos.""/A combo is a group of compatible stores or facilities built near each other./Select ""Combo List"" from the menu to see a list of the combos you have discovered!"
"#00509","We're growing by leaps and bounds!/But don't forget that creating new crafts will help increase your domain's Yield."
"#00510","I can't believe we've made it this far!/Try to increase your Yield even further to attain Oh! Edo status and become the wealthiest domain in Japan!"
"#00511","Hello. My name is <0>. I represent a tour group./<1>/We'll be in <2> for a while. Thanks!"
"#00512","""<0>"" research started."
"#00513","<0>'s current job is <1>."
"#00514","They will need to experience some other jobs before becoming a <0>."
"#00515","Thanks! I promise to work hard!/"
"#00516","Just between you and me, I've always wanted to try my hand at that!"
"#00517","I've already gone as far as I can in this job, but I'll keep looking for new discoveries."
"#00518","I'll do my best to master this job."
"#00519","It looks like that craft had no effect... But don't worry--you didn't use any of its remaining power./Try using it on another person or building!"
"#00520","Total tax income is now <0>!/"
"#00521","And the domain's total Yield for the first year is <0>! You're doing well./Let's try to do even better next year!"
"#00522","Since last year, the domain's total Yield has increased from <0> to <1>./Let's try to do even better next year!"
"#00523","Since last year, the domain's total Yield has decreased by <0>, to <1>./Let's try to do better next year!"
"#00524","The domain's total Yield is the same as last year: <1>. Let's try to do better next year!"
"#00525","Congratulations! You got a new high score."
"#00526","Too bad. You didn't get a new high score this time."
"#00527","/You didn't get a new trophy from the Shogun for your Clear Points."
"#00528","/You got a <0> from the Shogun in honor of your Clear Points. Congratulations!/You can see this trophy on the map selection screen when you select ""New Game"" from title screen."
"#00529","/You can keep playing on this map for as long as you like, but it won't change your high score./The levels of your stores and facilities will carry over for new games, making it easier to get a high score./Thanks for playing!"
"#00530","""Bronze Trophy"""
"#00531","""Silver Trophy"""
"#00532","""Gold Trophy'"
"#00533","""Kairo Trophy"""
"#00534","More effective in summer."
"#00535","Stay processing failed."
"#00536","There are no available Inns."
"#00537","This building can't be rotated."
"#00538","This screen displays information about town residents./Scroll up or down to see more info./Also, tap the ""Follow"" soft key to follow a resident's movements."
"#00539","Following bird..."
"#00540","This is the future site of a castle./You don't have permission from the national government to build one yet, but if you increase your Yield, you will be able to."
"#00541","=#00466"
"#00542","Removing a path.../People need paths to walk, so be careful that you don't cut them off from their homes or workplaces./If you do cut off a path, be sure to fix it!"
"#00543","Path removed."
"#00544","Pond removed."
"#00545","<0> removed."
"#00546","<0> can't be removed."
"#00547","Raise terrain"
"#00548","Lower terrain"
"#00549","Terrain is incompatible."
"#00550","There is an obstacle below."
"#00551","You can't build there."
"#00552","Max number of building type reached."
"#00553","Build at bottom left or top right of map."
"#00554","Build at top left or bottom right of map."
"#00555","=#00434"
"#00556","Total Yield"
"#00557","Nat. Rank"
"#00558","#--"
"#00559","Yield"
"#00560","<0> Group"
"#00561","Start placing <0> where?"
"#00562","Place until where?"
"#00563","Cost: <0>"
"#00564","Remove what?"
"#00565","Remove up to where?"
"#00566","Loc: <0>,<1>"
"#00567","=#00434"
"#00568","Select Inn for <0>."
"#00569","List of Lords"
"#00570","Domain"
"#00571","Friendship"
"#00572","Building Research"
"#00573","Researchable Buildings"
"#00574","Cost"
"#00575","Points Needed"
"#00576","Currently being researched."
"#00577","Insufficient <0> points."
"#00578","Insufficient research funds."
"#00579","Already being researched"
"#00580","Insufficient research points."
"#00581","Tap to start research."
"#00582","Current Points"
"#00583","<0>%"
"#00584","Tribute"
"#00585","Craft List"
"#00586","Craft"
"#00587","Amount"
"#00588","This game is set in"
"#00589","Edo Japan (1603-1868)."
"#00590","Manage your own feudal"
"#00591","domain by attracting"
"#00592","residents and develop-"
"#00593","ing new crafts and"
"#00594","buildings."
"#00595","▼Game Flow"
"#00596","Build Vacant Lots to"
"#00597","attract new residents."
"#00598","Research new buildings"
"#00599","and construct them on"
"#00600","the map to increase"
"#00601","your domain's Yield."
"#00602","▼What is Yield?"
"#00603","Yield is an overall"
"#00604","indicator of a domain's"
"#00605","wealth. All buildings,"
"#00606","people, and even crafts"
"#00607","contribute to your"
"#00608","total Yield."
"#00609","▼People's Movements"
"#00610","People move along paths"
"#00611","to shop at stores or go"
"#00612","to work. There's a limit"
"#00613","to how far they can"
"#00614","travel, but a horse or"
"#00615","vehicle can increase it."
"#00616","▼Workplaces"
"#00617","Farmers work in fields."
"#00618","Artisans and merchants"
"#00619","work at Wholesalers."
"#00620","The castle will sometimes"
"#00621","collect taxes depending"
"#00622","on job lvl. and location."
"#00623","▼Getting More Residents"
"#00624","Increase your domain's"
"#00625","total Yield to attract"
"#00626","new residents. When you"
"#00627","get a new resident, you"
"#00628","will collect a fee based"
"#00629","on their home's Yield."
"#00630","▼Resident Parameters 1"
"#00631","■Intelligence"
"#00632","Aids in discovering new"
"#00633","buildings & leveling up."
"#00634","■Loyalty"
"#00635","Higher loyalty = harder"
"#00636","work and more money."
"#00637","=MID(#00630,1,-1)&'2'"
"#00638","■Appeal"
"#00639","Makes it easier to go"
"#00640","out & meet others."
"#00641","■Skill"
"#00642","Helps discover crafts"
"#00643","and get research points."
"#00644","▼Yearly Taxes"
"#00645","Taxes are paid by your"
"#00646","residents in gold each"
"#00647","year, depending on the"
"#00648","size and Yield of their"
"#00649","house. (Taxes don't"
"#00650","affect their Wallets.)"
"#00651","▼Research Points"
"#00652","There are 4 kinds of RP:"
"#00653","Food, War, Technology,"
"#00654","and Education. These"
"#00655","can be discovered when"
"#00656","people shop, talk, craft"
"#00657","or perform research."
"#00658","▼Town Size"
"#00659","Get more residents,"
"#00660","buildings and combos to"
"#00661","increase your town size."
"#00662","Then you can research"
"#00663","more buildings & crafts,"
"#00664","and get more visitors."
"#00665","▼Store Parameters"
"#00666","When residents enter a"
"#00667","store, its parameters will"
"#00668","increase and you may"
"#00669","find Research Points."
"#00670","As users increase, so"
"#00671","does a store's level."
"#00672","▼Building Compatibility"
"#00673","Placing compatible"
"#00674","buildings near each"
"#00675","other increases Yield."
"#00676","Try placing trees and"
"#00677","plants near houses, or"
"#00678","placing stores together."
"#00679","▼Castle Characteristics"
"#00680","A castle gets income"
"#00681","from all jobs and allows"
"#00682","people to switch jobs."
"#00683","It can raise the Yield"
"#00684","of other buildings that"
"#00685","are relatively far away."
"#00686","▼What Are Crafts?"
"#00687","Crafts are special items"
"#00688","with a high Yield value."
"#00689","After an artisan makes a"
"#00690","craft, it can be used on"
"#00691","a building to boost its"
"#00692","parameters."
"#00693","▼Making Crafts"
"#00694","Craft plans can be found"
"#00695","in buildings near Whole-"
"#00696","salers. Making crafts"
"#00697","uses Research Points."
"#00698","High Int and Skill will"
"#00699","improve your chances."
"#00700","▼Using Crafts"
"#00701","Use a craft on a person"
"#00702","or building to boost"
"#00703","Yield or a resident's"
"#00704","Wallet. Leveling up a"
"#00705","craft boosts effective-"
"#00706","ness and recharges it."
"#00707","▼Travelers"
"#00708","You will sometimes get"
"#00709","visitors to your domain."
"#00710","Having crafts and combos"
"#00711","will attract more visitors."
"#00712","If they accomplish their"
"#00713","goal, you get a reward."
"#00714","▼Jobs (Part 1)"
"#00715","■Farmers"
"#00716","Average people who work"
"#00717","in the fields."
"#00718","■Artisans"
"#00719","Skilled craftspeople who"
"#00720","can make crafts."
"#00721","▼Jobs (Part 2)"
"#00722","■Merchants"
"#00723","Hardworking people with"
"#00724","more money to spend."
"#00725","■Warriors"
"#00726","Work in the castle or"
"#00727","fields. Have high Yield."
"#00728","▼What Are Combos?"
"#00729","Put compatible buildings"
"#00730","near each other to make"
"#00731","a combo, increasing the"
"#00732","Yield and product prices"
"#00733","of nearby buildings."
"#00734","Combos are vital!"
"#00735","▼Gameplay Hints"
"#00736","At first, watch how you"
"#00737","use Gold and Research"
"#00738","Points. After you get"
"#00739","more residents, try and"
"#00740","make combos to increase"
"#00741","Yield and prices."
"#00742","▼Ending"
"#00743","The game ends when you"
"#00744","reach March of the 16th"
"#00745","year. Your high score"
"#00746","will be saved, but you"
"#00747","can keep playing the map"
"#00748","for as long as you like."
"#00749","▼Other"
"#00750","Some of your parameters"
"#00751","will be carried over to"
"#00752","subsequent games."
"#00753","And if you keep playing,"
"#00754","you may find special"
"#00755","characters or visitors."
"#00756","About this Game"
"#00757","(C) Kairosoft Co., Ltd."
"#00758","Speed"
"#00759","Priority"
"#00760","Music"
"#00761","SFX"
"#00762","=#00761"
"#00763","Rotation"
"#00764","Normal"
"#00765","Fast"
"#00766","Perf."
"#00767","Graphics"
"#00768","Yen"
"#00769","Dollars"
"#00770","Auto"
"#00771","Lock"
"#00772","Change the game's"
"#00773","speed."
"#00774","Change game speed."
"#00775","Beat game to unlock."
"#00776","Don't display walls to"
"#00777","increase game speed."
"#00778","Display walls. May cause"
"#00779","some slowdown."
"#00780","Adjust the game volume."
"#00782","Change the currency used."
"#00783","(\100 = $1)"
"#00784","Choose to automatically"
"#00785","rotate the screen or not."
"#00786","Resident: "
"#00787","Attempt to Make a Craft"
"#00788","Build a castle to change jobs."
"#00789","Tap to change jobs."
"#00790","Tap to use a craft."
"#00791","Change job"
"#00792","Use craft"
"#00793","<0> will make the attempt."
"#00794","Tap to start attempt"
"#00795","Tap to level up"
"#00796","Wallet"
"#00797","Past jobs & usable vehicles"
"#00798","Horse"
"#00799","Distance +10"
"#00800","White Horse"
"#00801","=MID(#00799,1,-3)&'+20'"
"#00802","Car"
"#00803","Distance ∞"
"#00804","No vehicle"
"#00805","Range: Walking"
"#00806","Max"
"#00807","Building:"
"#00808","Price:"
"#00809","=#00792"
"#00810","Maint. Cost"
"#00811","Base Yield"
"#00812","Bonus Yield"
"#00813","Lets travelers visit your domain."
"#00814","Helps nearby Yield increase."
"#00815","Get income for all jobs."
"#00816","Boosts Yield nearby."
"#00817","Gives income when cultivated."
"#00818","Higher Yield = higher income."
"#00819","Artisans/merchants get income."
"#00820","Discover crafts nearby."
"#00821","Residents gather, boost param."
"#00822","Brings new residents."
"#00823","Reached max building level."
"#00824","To next Lvl."
"#00826","Points Gained"
"#00827","Type"
"#00828","Profit/Y"
"#00829","Users/Y"
"#00830","Maint./M"
"#00831","=#00026"
"#00832","+<0>%"
"#00833","Affected by above combos."
"#00834","Not affected by any combos."
"#00835","Resident List"
"#00836","Building Types"
"#00837","<0> List"
"#00838","Top 10 Yield (People)"
"#00839","Top 10 Yield (Buildings)"
"#00840","Total"
"#00841","Tap to move to their house."
"#00842","Job"
"#00843","=#00789"
"#00844","Building"
"#00845","Number"
"#00846","=#00828"
"#00847","=#00830"
"#00848","Tap to move to location."
"#00849","Tap to move to house."
"#00850","Tap to move to store."
"#00851","Yield Details"
"#00852","Top People"
"#00853","Top Stores"
"#00854","Str"
"#00855","Cmb"
"#00856","View total Yield details."
"#00857","View people with top 10 Yield."
"#00858","View stores with top 10 Yield."
"#00859","Item"
"#00860","<0> Total Yield"
"#00861","Base/Castle"
"#00862","=#00406"
"#00863","Stores/Facilities"
"#00864","Plants, etc."
"#00865","Dialog Window"
"#00866","Message"
"#00867","This data has already"
"#00868","been registered."
"#00869","Please register for the"
"#00870","rankings first."
"#00871","Make sure to allow connection to network"
"#00872","and check your signal strength."
"#00873","No loadable data"
"#00874","present."
"#00875","The latest newspaper is out."
"#00876","Saving game..."
"#00877","Game saved."
"#00878","You don't have enough money."
"#00879","You can't register 0P."
"#00880","You can't register <0>."
"#00881","There are <1> <0>s."
"#00882","Other details under construction."
"#00883","Quit the game?"
"#00884","Quit the game and"
"#00885","connect to Kairo Park?"
"#00886","Overwrite the current"
"#00887","save data?"
"#00888","<0> Y<1> M<2> W<3>"
"#00889","will be overwritten."
"#00890","Delete the current save"
"#00891","data?"
"#00892","=#00000"
"#00893","=#00003"
"#00894","=#00004"
"#00895","Level Up <0>"
"#00896","Attempt"
"#00897","=#00019"
"#00898","=#00574"
"#00899","Owned"
"#00900","Tap to start"
"#00901","Attempting..."
"#00902","Failed..."
"#00903","Success!!"
"#00904","""This could take a while."""
"#00905","""I've almost got it!"""
"#00906","""I want to try again!"""
"#00907","""I'll try harder next time!"""
"#00908","""So close!"""
"#00909","A new craft was created!"
"#00910","<0>: Yield <1>"
"#00911","<0> leveled up!"
"#00912","Remaining power +3!"
"#00913","Can be built"
"#00914","Can't be built"
"#00915","Or"
"#00916","Slope"
"#00917","=#00410"
"#00918","Yield +<0>%"
"#00919","Price +<0>%"
"#00920","Present in domain."
"#00921","Not present in domain."
"#00922","Craft Creation"
"#00923","Use Craft"
"#00924","=#00859"
"#00925","Materials"
"#00926","Yld Value"
"#00927","Already at max level."
"#00928","Level up."
"#00929","Have an artisan make a craft."
"#00930","Power"
"#00931","Costs <0> to use."
"#00932","??"
"#00933","Finances (Y)"
"#00934","Finances (M)"
"#00935","Finances (W)"
"#00936","Income"
"#00937","Expenses"
"#00938","Environment"
"#00939","Shops"
"#00940","Facilities"
"#00941","Construction"
"#00942","=#00428"
"#00943","Taxes"
"#00944","Other"
"#00945","Make Craft"
"#00946","Attempting to make <0>..."
"#00947","=#00574"
"#00948","=#00901"
