"@title","English"
"#00368","A book that teaches the ""<co=3366ff>Space Out</co>"" skill."
"#00369","Form Counts"
"#00370","A book that teaches the ""<co=3366ff>Form Up</co>"" skill."
"#00371","Live and Learn"
"#00372","A book that teaches the ""<co=3366ff>EXP Boost</co>"" skill."
"#00373","People's Champ"
"#00374","A book that teaches the ""<co=3366ff>Fame Aura</co>"" skill."
"#00375","Beyond the Rules"
"#00376","A book that teaches the ""<co=3366ff>Sneaky</co>"" skill."
"#00377","Anywhere, Anytime"
"#00378","A book that teaches the ""<co=3366ff>Equilibrium</co>"" skill."
"#00379","In the Rain"
"#00380","A book that teaches the ""<co=3366ff>Rain Dance</co>"" skill."
"#00381","Snow Ball"
"#00382","A book that teaches the ""<co=3366ff>Snow Leopard</co>"" skill."
"#00383","Dirt Sheet"
"#00384","A book that teaches the ""<co=3366ff>Terra Nova</co>"" skill."
"#00385","The Grassy Game"
"#00386","A book that teaches the ""<co=3366ff>Savannah</co>"" skill."
"#00387","Desert Warrior"
"#00388","A book that teaches the ""<co=3366ff>Sandstorm</co>"" skill."
"#00389","Legend of the FW"
"#00390","A book that teaches the ""<co=3366ff>Ace</co>"" skill."
"#00391","Be the Core"
"#00392","A book that teaches the ""<co=3366ff>Playmaker</co>"" skill."
"#00393","The Ball Is Yours"
"#00394","A book that teaches the ""<co=3366ff>Dribbler</co>"" skill."
"#00395","Get It Away"
"#00396","A book that teaches the ""<co=3366ff>Safety Play</co>"" skill."
"#00397","Hero of the Net"
"#00398","A book that teaches the ""<co=3366ff>Iron Wall</co>"" skill."
"#00399","Just Run"
"#00400","A book that teaches the ""<co=3366ff>Free Runner</co>"" skill."
"#00401","You Won't Miss"
"#00402","A book that teaches the ""<co=3366ff>Sharpshooter</co>"" skill."
"#00403","Spinning Around"
"#00404","A book that teaches the ""<co=3366ff>Roulette</co>"" skill."
"#00405","Burst Ahead"
"#00406","A book that teaches the ""<co=3366ff>Overlap</co>"" skill."
"#00407","Soccer Headgear: N"
"#00408","A book that teaches the ""<co=3366ff>Headgear N</co>"" skill."
"#00409","Soccer Headgear: W"
"#00410","A book that teaches the ""<co=3366ff>Headgear W</co>"" skill."
"#00411","Soccer Headgear: B"
"#00412","A book that teaches the ""<co=3366ff>Headgear B</co>"" skill."
"#00413","Soccer Headgear: A"
"#00414","A book that teaches the ""<co=3366ff>Headgear A</co>"" skill."
"#00415","Soccer Headgear: T"
"#00416","A book that teaches the ""<co=3366ff>Headgear T</co>"" skill."
"#00417","Soccer Headgear: K"
"#00418","A book that teaches the ""<co=3366ff>Headgear K</co>"" skill."
"#00419","Soccer Headgear: S"
"#00420","A book that teaches the ""<co=3366ff>Headgear S</co>"" skill."
"#00421","Fast Mode On"
"#00422","Unlocks the <co=3366ff>Fast</co> setting."
"#00423","Transfer Data"
"#00424","Create<co=3366ff> transfer data</co> using the current save data."
"#00425","Disable ads"
"#00426","Disable ads for recommended apps."
"#00427","Golden Ticket A"
"#00428","Exchange 20 coins for 10,000G"
"#00429","Golden Ticket B"
"#00430","Exchange 30 coins for 10,000G"
"#00431","Golden Ticket C"
"#00432","Exchange 40 coins for 10,000G"
"#00433","Golden Ticket D"
"#00434","Exchange 50 coins for 10,000G"
"#00435","Golden Ticket E"
"#00436","Replenish Online Stamina"
"#00437","Completely replenishes<br>online stamina."
"#00438","Amateur League"
"#00439","=#00127"
"#00440","<co=3366ff>Sponsored by the local merchants association."
"#00441","Regional League"
"#00442","=#00129"
"#00443","<co=3366ff>Regional winners go on to National Division II."
"#00444","=#00131"
"#00445","=#00131"
"#00446","<co=3366ff>The biggest league in the West, partner."
"#00447","=#00133"
"#00448","=#00133"
"#00449","<co=3366ff>These teams are one step away from being the best in the country."
"#00450","=#00135"
"#00451","=#00135"
"#00452","<co=3366ff>The best teams in the country play in this league."
"#00453","=#00137"
"#00454","=#00137"
"#00455","<co=3366ff>Matches are played in cold areas. (Artificial snow is used in summer.)"
"#00456","World League"
"#00457","=#00456"
"#00458","<co=3366ff>The top teams in the world compete to see who is truly the best."
"#00459","Kairo League"
"#00460","=#00459"
"#00461","<co=3366ff>Dominated by a mysterious yellow team since its inception..."
"#00462","Friend League"
"#00463","=#00462"
"#00464","Online League"
"#00465","=#00464"
"#00466","Dream House Days"
"#00467","Dream House Days:<br>Manage an apartment<br>in this free-to-play sim!"
"#00468","market://details?id=net.kairosoft.android.apart_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00469","market://details?id=net.kairosoft.android.apart_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00470","Beastie Bay"
"#00471","Beastie Bay<br>Train monsters and explore.<br>Always free to play!"
"#00472","market://details?id=net.kairosoft.android.mujin&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00473","market://details?id=net.kairosoft.android.mujin_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00474","Dungeon Village"
"#00475","Dungeon Village<br>Create your own RPG village<br>and train adventurers!"
"#00476","market://details?id=net.kairosoft.android.bouken_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00477","market://details?id=net.kairosoft.android.bouken_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00478","Pocket Stables"
"#00479","Pocket Stables<br>Go for the Triple Crown<br>in this horse racing sim."
"#00480","market://details?id=net.kairosoft.android.horse_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00481","market://details?id=net.kairosoft.android.horse_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00482","Grand Prix Story"
"#00483","Grand Prix Story<br>Build the fastest racecar and<br>leave opponents in the dust!"
"#00484","market://details?id=net.kairosoft.android.paddock_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00485","market://details?id=net.kairosoft.android.paddock_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00486","Venture Towns"
"#00487","Venture Towns<br>The ultimate town<br>management sim!"
"#00488","market://details?id=net.kairosoft.android.zaibatu3&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00489","market://details?id=net.kairosoft.android.zaibatu3&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00490","The Sushi Spinnery"
"#00491","The Sushi Spinnery<br>Run your own conveyor<br>belt sushi bar."
"#00492","market://details?id=net.kairosoft.android.sushi_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00493","market://details?id=net.kairosoft.android.sushi_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00494","Game Dev Story"
"#00495","Game Dev Story<br>Do you have what it takes<br>to make a hit game?"
"#00496","market://details?id=net.kairosoft.android.gamedev3&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00497","market://details?id=net.kairosoft.android.gamedev3en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00498","Hot Springs Story"
"#00499","Hot Springs Story<br>Have fun running your<br>own hot springs inn."
"#00500","market://details?id=net.kairosoft.android.onsen_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00501","market://details?id=net.kairosoft.android.onsen_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00502","Pocket Academy"
"#00503","Pocket Academy<br>Savor student life while<br>running your own school!"
"#00504","market://details?id=net.kairosoft.android.school2_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00505","market://details?id=net.kairosoft.android.school2_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00506","Mega Mall Story"
"#00507","Mega Mall Story<br>The ultimate shopping mall.<br>If you build it, they will come!"
"#00508","market://details?id=net.kairosoft.android.depart_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00509","market://details?id=net.kairosoft.android.depart_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00510","Epic Astro Story"
"#00511","Epic Astro Story<br>Discover the mysteries<br>of the universe!"
"#00512","market://details?id=net.kairosoft.android.frontier_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00513","market://details?id=net.kairosoft.android.frontier_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00515","Card Change Farm<br>Play this thrilling card game<br>to the end for free!"
"#00516","market://details?id=net.kairosoft.android.ccbokujou&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00517","market://details?id=net.kairosoft.android.ccbokujou&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00518","World Cruise Story"
"#00519","World Cruise Story<br>Build a cruise ship and<br>sail it around the world."
"#00520","market://details?id=net.kairosoft.android.cruise_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00521","market://details?id=net.kairosoft.android.cruise_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00522","Cafeteria Nipponica"
"#00523","Cafeteria Nipponica<br>Run your own restaurant<br>and start an empire!"
"#00524","market://details?id=net.kairosoft.android.restaurant_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00525","market://details?id=net.kairosoft.android.restaurant_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00526","Kairobotica"
"#00527","Kairobotica<br>Lead the Kairobot Corps<br>on a cosmic adventure!"
"#00528","market://details?id=net.kairosoft.android.starkairo_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00529","market://details?id=net.kairosoft.android.starkairo_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00530","Oh! Edo Towns"
"#00531","Oh! Edo Towns<br>Develop a town<br>in old Japan."
"#00532","market://details?id=net.kairosoft.android.edotowns&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00533","market://details?id=net.kairosoft.android.edotowns&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00534","Pocket Clothier"
"#00535","Pocket Clothier<br>Turn your own apparel shop<br>into a fashion sensation!"
"#00536","market://details?id=net.kairosoft.android.fukuya_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00537","market://details?id=net.kairosoft.android.fukuya_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00538","Ninja Village"
"#00539","Ninja Village<br>Train the ultimate ninja<br>clan and conquer Japan!"
"#00540","market://details?id=net.kairosoft.android.ninja_ja&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_ja_title%26utm_campaign%3Dbanner"
"#00541","market://details?id=net.kairosoft.android.ninja_en&referrer=utm_source%3Dappli%26utm_medium%3Dhouse_ad%26utm_content%3Dsoccer2_en_title%26utm_campaign%3Dbanner"
"#00542","The Pyraplex"
"#00543","The Pyraplex<br>See if you can build the<br>next wonder of the world!"
