"@title","English"
"#00505","<co=0000cc>Powers up nearby fields.<br>Taste +5%, Starch +0.5"
"#00506","Ninja Combo"
"#00507","<co=0000cc>Powers up nearby facilities.<br>Appeal +3, Fee +100G"
"#00508","Family Combo"
"#00509","Sizzling Combo"
"#00510","<co=0000cc>Powers up nearby fields.<br>Texture +5%, Taste +0.5"
"#00511","Sweet Combo"
"#00512","<co=0000cc>Powers up nearby fields.<br>Texture +5%, Greens +0.5"
"#00513","Flowery Combo"
"#00514","<co=0000cc>Powers up nearby fields.<br>Appearance +5%, Royal Jelly +0.1"
"#00515","Mystery Combo"
"#00516","Nice Skin Combo"
"#00517","Fresh Combo"
"#00518","Growth Combo"
"#00519","Powers up nearby fields.<br>Texture +5%, Greens +0.5"
"#00520","Incognito Combo"
"#00521","Relax Combo"
"#00522","Powers up nearby facilities.<br>Appeal +3"
"#00523","Homemade Combo"
"#00524","Powers up nearby fields.<br>Taste +5%, Starch +0.5"
"#00525","Dinner Combo"
"#00526","Picker Combo"
"#00527","<co=0000cc>Powers up nearby fields.<br>Taste +5%, Medicine +0.5"
"#00528","Observer Combo"
"#00529","Powers up nearby fields.<br>Appearance +5%, Royal Jelly +0.1"
"#00530","Farm Fresh Combo"
"#00531","<co=0000cc>Powers up nearby fields.<br>Texture +5%, Vitamins +0.1"
"#00532","Snack Combo"
"#00533","=MID(#00510,1,-1)&'1'"
"#00534","Dish Combo"
"#00535","Pickle Combo"
"#00536","Fruity Combo"
"#00537","Powers up nearby fields.<br>Aroma +5%, Fruitiness +0.1"
"#00538","Parfait Combo"
"#00539","<co=0000cc>Powers up nearby fields.<br>Appearance +5%, Juice +0.1"
"#00540","Morning Combo"
"#00541","=MID(#00524,1,-1)&'1'"
"#00542","Resort Combo"
"#00590","Well Combo"
"#00591","<co=0000cc>Powers up nearby fields.<br>Moisture +5, Fruitiness +0.2"
"#00593","Hill Combo"
"#00594","<co=0000cc>Powers up nearby fields.<br>Fertility +4, Taste +0.2"
"#00597","Mountain Combo"
"#00598","<co=0000cc>Powers up nearby fields.<br>Fertility +5, Medicine +0.2"
"#00658","Cherry Combo"
"#00659","<co=0000cc>Powers up nearby fields.<br>Taste +5, Fruitiness +0.3"
"#00662","Sunflower Combo"
"#00663","<co=0000cc>Powers up nearby fields.<br>Texture +5, Starch +0.3"
"#00666","Bamboo Combo"
"#00667","<co=0000cc>Powers up nearby fields.<br>Aroma +5, Greens +0.3"
"#00670","Pine Combo"
"#00671","<co=0000cc>Powers up nearby fields.<br>Appearance +5, Medicine +0.3"
"#00674","Powers up nearby fields.<br>Appearance +5%, Vitamins +0.5"
"#00675","Kiddie Combo"
"#00676","Powers up nearby fields.<br>Taste +5%, Fruitiness +0.5"
"#00677","Unmanned Combo"
"#00678","Souvenir Combo"
"#00683","=#00304"
"#00684","=#00302"
"#00685","=#00306"
"#00686","=#00310"
"#00687","=#00308"
"#00688","=#00312"
"#00689","=#00314"
"#00690","=#00316"
"#00691","=#00318"
"#00692","=#00320"
"#00693","=#00224"
"#00694","Local Veggie Fair"
"#00695","A vegetable contest perfect for beginners."
"#00696","Nat'l Veggie Contest"
"#00697","Features veggies from around the country."
"#00698","World Veggie Cup"
"#00699","Features veggies from around the world."
"#00700","Local Fruit Fair"
"#00701","A fruit contest in the neighborhood."
"#00702","Nat'l Fruit Contest"
"#00703","Delicious fruits from around the country."
"#00704","World Fruit Cup"
"#00705","Delicious fruits from around the world."
"#00706","Livestock Fest"
"#00707","Features livestock from around the world."
"#00708","Wool Cup"
"#00709","Go for the ultimate in fluffiness."
"#00710","Alpaca Contest"
"#00711","Exhibit casual sweaters."
"#00712","Capybara Club"
"#00713","Raise the best giant rodent."
"#00714","ChimpCon"
"#00715","Raise the best chimp in the country!"
"#00716","Kairobot Kontest"
"#00717","Open to 8-bit robots of all kinds."
"#00718","Sally Prin Contest"
"#00719","Sally Prin, the candy store heroine."
"#00720","Taste Challenge"
"#00721","Everything rides on a single spoonful."
"#00722","Texture Challenge"
"#00723","Aim for the ultimate texture!"
"#00724","Aroma Challenge"
"#00725","You can smell this contest for miles."
"#00726","Beauty Challenge"
"#00727","The winner gets a magazine cover!"
"#00728","Tomato"
"#00729","Carrot"
"#00730","Strawberry"
"#00731","Orange"
"#00732","Apple"
"#00733","Potato"
"#00734","Onion"
"#00735","Cucumber"
"#00736","Radish"
"#00737","Cherry Tomato"
"#00738","Grapefruit"
"#00739","Lettuce"
"#00740","Wheat"
"#00741","Bean"
"#00742","Sweet Potato"
"#00743","Pear"
"#00744","Watermelon"
"#00745","Cabbage"
"#00746","Green Onion"
"#00747","Grape"
"#00748","Peach"
"#00749","Corn"
"#00750","Melon"
"#00751","Chestnut"
"#00752","Banana"
"#00753","Coconut"
"#00754","Dragonfruit"
"#00755","Blueberry"
"#00756","Pepper"
"#00757","Eggplant"
"#00758","Egg"
"#00759","Ham"
"#00760","=#00367"
"#00761","Wool"
"#00762","Alpaca Shirt"
"#00763","Capybara Doll"
"#00764","Kairobot Doll"
"#00765","Sally Prin Doll"
"#00766","Chimpan Z Doll"
"#00767","Shipment Ranking #1"
"#00768","Harvest Ranking #1"
"#00769","Tourism Ranking #1"
"#00770","Staff Ranking #1"
"#00771","Became a Compact Farm"
"#00772","Became a Medium Farm"
"#00773","Became an XL Farm"
"#00774","Became a Giant Farm"
"#00775","Became an Ultra Farm"
"#00776","Won Local Veggie Fair"
"#00777","Won Nat'l Veggie Contest"
"#00778","Won World Veggie Cup"
"#00779","Won Local Fruit Fair"
"#00780","Won Nat'l Fruit Contest"
"#00781","Won World Fruit Cup"
"#00782","Won Livestock Fest"
"#00783","Won Wool Cup"
"#00784","Won Alpaca Contest"
"#00785","Won Capybara Club"
"#00786","Won ChimpCon"
"#00787","Won Kairobot Kontest"
"#00788","Won Sally Prin Contest"
"#00789","Won Taste Challenge"
"#00790","Won Texture Challenge"
"#00791","Won Aroma Challenge"
"#00792","Won Appr. Challenge"
"#00793","Unlocked Area #1"
"#00794","=MID(#00793,1,-1)&'2'"
"#00795","=MID(#00793,1,-1)&'3'"
"#00796","=MID(#00793,1,-1)&'4'"
"#00797","=MID(#00793,1,-1)&'5'"
"#00798","=MID(#00793,1,-1)&'6'"
"#00799","=MID(#00793,1,-1)&'7'"
"#00800","=MID(#00793,1,-1)&'8'"
"#00801","=MID(#00793,1,-1)&'9'"
"#00802","=MID(#00793,1,-1)&'10'"
"#00803","=MID(#00793,1,-1)&'11'"
"#00804","=MID(#00793,1,-1)&'12'"
"#00805","=MID(#00793,1,-1)&'13'"
"#00806","=MID(#00793,1,-1)&'14'"
"#00807","=MID(#00793,1,-1)&'15'"
"#00808","Juice Shop Mission #1"
"#00809","=MID(#00808,1,-1)&'2'"
"#00810","=MID(#00808,1,-1)&'3'"
"#00811","=MID(#00808,1,-1)&'4'"
"#00812","=MID(#00808,1,-1)&'5'"
"#00813","=MID(#00808,1,-1)&'6'"
"#00814","=MID(#00808,1,-1)&'7'"
"#00815","=MID(#00808,1,-1)&'8'"
"#00816","=MID(#00808,1,-1)&'9'"
"#00817","=MID(#00808,1,-1)&'10'"
"#00818","Deli Mission #1"
"#00819","=MID(#00818,1,-1)&'2'"
"#00820","=MID(#00818,1,-1)&'3'"
"#00821","=MID(#00818,1,-1)&'4'"
"#00822","=MID(#00818,1,-1)&'5'"
"#00823","=MID(#00818,1,-1)&'6'"
"#00824","=MID(#00818,1,-1)&'7'"
"#00825","=MID(#00818,1,-1)&'8'"
"#00826","=MID(#00818,1,-1)&'9'"
"#00827","=MID(#00818,1,-1)&'10'"
"#00828","Rice Ball Shop Mission #1"
"#00829","=MID(#00828,1,-1)&'2'"
"#00830","=MID(#00828,1,-1)&'3'"
"#00831","=MID(#00828,1,-1)&'4'"
"#00832","=MID(#00828,1,-1)&'5'"
"#00833","=MID(#00828,1,-1)&'6'"
"#00834","=MID(#00828,1,-1)&'7'"
"#00835","=MID(#00828,1,-1)&'8'"
"#00836","=MID(#00828,1,-1)&'9'"
"#00837","=MID(#00828,1,-1)&'10'"
"#00838","Restaurant Mission #1"
"#00839","=MID(#00838,1,-1)&'2'"
"#00840","=MID(#00838,1,-1)&'3'"
"#00841","=MID(#00838,1,-1)&'4'"
"#00842","=MID(#00838,1,-1)&'5'"
"#00843","=MID(#00838,1,-1)&'6'"
"#00844","=MID(#00838,1,-1)&'7'"
"#00845","=MID(#00838,1,-1)&'8'"
"#00846","=MID(#00838,1,-1)&'9'"
"#00847","=MID(#00838,1,-1)&'10'"
"#00848","Ice Cream P. Mission #1"
"#00849","=MID(#00848,1,-1)&'2'"
"#00850","=MID(#00848,1,-1)&'3'"
"#00851","=MID(#00848,1,-1)&'4'"
"#00852","=MID(#00848,1,-1)&'5'"
"#00853","=MID(#00848,1,-1)&'6'"
"#00854","=MID(#00848,1,-1)&'7'"
"#00855","=MID(#00848,1,-1)&'8'"
"#00856","=MID(#00848,1,-1)&'9'"
"#00857","=MID(#00848,1,-1)&'10'"
"#00858","Cafe Mission #1"
"#00859","=MID(#00858,1,-1)&'2'"
"#00860","=MID(#00858,1,-1)&'3'"
"#00861","=MID(#00858,1,-1)&'4'"
"#00862","=MID(#00858,1,-1)&'5'"
"#00863","=MID(#00858,1,-1)&'6'"
"#00864","=MID(#00858,1,-1)&'7'"
"#00865","=MID(#00858,1,-1)&'8'"
"#00866","=MID(#00858,1,-1)&'9'"
"#00867","=MID(#00858,1,-1)&'10'"
"#00868","Jam Shop Mission #1"
"#00869","=MID(#00868,1,-1)&'2'"
"#00870","=MID(#00868,1,-1)&'3'"
"#00871","=MID(#00868,1,-1)&'4'"
"#00872","=MID(#00868,1,-1)&'5'"
"#00873","=MID(#00868,1,-1)&'6'"
"#00874","=MID(#00868,1,-1)&'7'"
"#00875","=MID(#00868,1,-1)&'8'"
"#00876","=MID(#00868,1,-1)&'9'"
"#00877","=MID(#00868,1,-1)&'10'"
"#00878","Mushroom H. Mission #1"
"#00879","=MID(#00878,1,-1)&'2'"
"#00880","=MID(#00878,1,-1)&'3'"
"#00881","=MID(#00878,1,-1)&'4'"
"#00882","=MID(#00878,1,-1)&'5'"
"#00883","=MID(#00878,1,-1)&'6'"
"#00884","=MID(#00878,1,-1)&'7'"
"#00885","=MID(#00878,1,-1)&'8'"
"#00886","=MID(#00878,1,-1)&'9'"
"#00887","=MID(#00878,1,-1)&'10'"
"#00888","Sweet Shop Mission #1"
"#00889","=MID(#00888,1,-1)&'2'"
"#00890","=MID(#00888,1,-1)&'3'"
"#00891","=MID(#00888,1,-1)&'4'"
"#00892","=MID(#00888,1,-1)&'5'"
"#00893","=MID(#00888,1,-1)&'6'"
"#00894","=MID(#00888,1,-1)&'7'"
"#00895","=MID(#00888,1,-1)&'8'"
"#00896","=MID(#00888,1,-1)&'9'"
"#00897","=MID(#00888,1,-1)&'10'"
"#00898","Lab Mission #1"
"#00899","=MID(#00898,1,-1)&'2'"
"#00900","=MID(#00898,1,-1)&'3'"
"#00901","=MID(#00898,1,-1)&'4'"
"#00902","=MID(#00898,1,-1)&'5'"
"#00903","=MID(#00898,1,-1)&'6'"
"#00904","=MID(#00898,1,-1)&'7'"
"#00905","=MID(#00898,1,-1)&'8'"
"#00906","=MID(#00898,1,-1)&'9'"
"#00907","=MID(#00898,1,-1)&'10'"
"#00908","Ranking #1"
"#00909","0&<po=m><co=0000ff><0></co> can now be built!"
"#00910","0&<po=m><co=0000ff><0></co> received!"
"#00911","1&<po=m>A <co=0000ff>typhoon</co> has blown away your crops..."
"#00912","1&<po=m>A <co=0000ff>blizzard</co> has frozen your crops..."
"#00913","0&<po=m>You won the <co=0000ff><0></co>!"
"#00914","0&<po=m>You came in 1st in the<co=0000ff> <0></co>!"
"#00915","1&<po=m>You failed to complete the <co=0000ff><0></co> mission..."
"#00916","0&<po=m>You completed the <co=0000ff><0></co> mission!"
"#00917","0&<po=m>Cultivation succeeded, boosting your <co=0000ff><0></co> limit!"
"#00918","1&<po=m><co=0000ff><0>'s</co> attempt at <co=0000ff><1></co> cultivation failed..."
"#00919","0&You've unlocked new land!"
"#00920","0&<po=m>Your farm has expanded, reaching ""<co=0000ff><1></co>"" size!"
"#00921","0&You got rid of the bugs attacking your fields!"
"#00922","0&When we were digging in a field, we found a vein of water under the ground!"
"#00923","0&That should help water all of the fields on the farm."
"#00924","1&<po=m>I hit some hard metal with my hoe and it broke... <co=ff0000>-50,000G."
"#00925","0&But when I looked closer, I found that it was buried treasure!"
"#00926","0&You got extra income of 500,000G!"
"#00927","1&We were just digging in a field when a black liquid came bubbling up, ruining all the crops..."
"#00928","0&But it turned out to be oil!"
"#00929","0&You got extra income of 1,000,000G!"
"#00930","0&When we were digging in the fields, we tapped a hot spring!"
"#00931","0&Thanks to the recent hot springs craze, the farm's popularity has increased by <0>!"
"#00932","0&When we were digging in the fields, we unearthed a time capsule!"
"#00933","0&I bet the TV news would like to hear about this! We're sure to get more visitors now!"
"#00934","1&<po=m>I dropped my hoe into the lake... <co=ff0000>-50,000G."
"#00935","0&But incredibly, the Lady of the Lake appeared and gave me a Golden Hoe!"
"#00936","0&<po=m>We got in the<co=0000ff> top <1></co> in the <co=0000ff><0> rankings</co>!"
"#00937","0&<po=m>We came in<co=0000ff> #<1></co> in the <co=0000ff><0> rankings</co>!"
"#00938","0&<po=m>Since we had disaster insurance, we got<co=0000ff> <0></co>!"
"#00939","0&We should see a lot of tourists for a while."
