"@title","English"
"#00259","Some players say that building up your Body is the key to success, while others claim that if you increase your Speed, no one will be able to touch you. While it's easy to assume that upgrading a players Kick stat will lead to more goals, having a more balanced approach is usually best. Deciding how to best train your players is any coach's biggest problem."
"#00260","Team Facilities"
"#00261","One barometer of a team's abilities is the condition of its facilities. When players use their facilities, they get Research Points, and can build up Auras and other stats as well. And don't forget that facilities themselves can also be upgraded, speeding up players' progress.<br><br>Someday a team from our humble country will build a truly world-class set of facilities. We hope that day comes soon."
"#00262","Practice Strats"
"#00263","Players' development can vary greatly depending on whether they practice as a team or continue to use their team's facilities. And that decision is up to the team's coach and owner. Consulting with the coach to come up with a good practice strategy is one of the team owner's primary duties."
"#00264","Pay Up!"
"#00265","If you're having trouble making ends meet at your team, you've probably noticed that players get paid each time they play in a match. Players who don't play don't get paid, so if times are hard you can try removing higher-paid players from your lineup.<br><br>But we've also heard that some teams try to sign as many players as possible in order to earn a lot of Research Points. What do you think the best way to earn points is?"
"#00266","A Small Step"
"#00267","We wrote about the <0> earlier, and now it seems that they've had their first victory.<br><br>""I can't say that it was a perfect match from the fans' perspective. We still need to work on making it more exciting, but it's a start,"" said the team owner. We look forward to further developments from the <0>."
"#00268","10 Wins Already!"
"#00269","The <0> are on a roll, having just achieved their 10th victory. Observers are astonished that a newly formed team is doing so well.<br>""If we're not careful, the <0> will be the team to beat in the future,"" said the coach of a competing team. Indeed, we're very interested in how the <0> do from now on."
"#00270","50-Win Wonder"
"#00271","This must be some kind of record. The <0> has racked up 50 wins in the short time since the team was formed. While many teams are facing hard times, these newcomers have managed to find their groove.<br><br>""Our local team is getting recognition around the country. Nothing could make us prouder,"" said one happy fan."
"#00272","5,000 Fans!"
"#00273","The <0>'s fan base has reached 5,000. The team's steady victories have attracted new fans, as has their aggressive use of fan service events targeting local residents. They say that a team is only as strong as its fan base, and we hope that they'll take that saying to heart."
"#00274","100,000 Fans!"
"#00275","The <0> are making a name for themselves worldwide, and have just recently surpassed 100,000 fans across the globe. Of course their fan base here in their home country is quite large as well, making them the most popular team here.<br><br>""We may have a lot of fans, but it's still not enough,"" said the president of their fan club. ""Our team needs our support! A team's fans are its power!"""
"#00276","Baring it All"
"#00277","The Palmgreasers recently attempted to play a match in their underwear, prompting a hurried meeting by Soccer Association officials. In the end, this and other violations led to their expulsion from the league--an unprecedented occurrence.<br><br>""We just don't like being constrained by uniforms,"" said a team representative in his tighty-whities. ""But we all got our sponsor's logo tattooed on our chests. That hurt!""<br><br>The team is no doubt going through an entirely different kind of pain now that they're out of the league."
"#00278","Player Positions"
"#00279","We recently conducted an informal survey of soccer coaches, asking how they decide which players to use in what position. Most said that they didn't have any hard and fast rules, and instead made decisions based on their gut feelings.<br><br>While it's true that some players are best suited to particular positions, don't forget that you can put any player in any position. Indeed, one famous coach commented that you're better off evaluating a player's relative skill in an area, rather than looking at things in black and white. We hope this tip will be useful for you as you design your team."
"#00280","M Mobuyama"
"#00281","Mobuyama"
"#00282","Mobuzo"
"#00283","M Mobukawa"
"#00284","Mobukawa"
"#00285","M Mobusima"
"#00286","Mobusima"
"#00287","M Mobunabe"
"#00288","Mobunabe"
"#00289","M Mobubu"
"#00290","Mobubu"
"#00291","M Mobuno"
"#00292","Mobuno"
"#00293","M Mobuda"
"#00294","Mobuda"
"#00295","M Mobuo"
"#00296","Mobuo"
"#00297","M Mobumoto"
"#00298","Mobumoto"
"#00299","M Mobuhara"
"#00300","Mobuhara"
"#00301","M Mobui"
"#00302","Mobui"
"#00303","M MOBUYAMA"
"#00304","MOBUYAMA"
"#00305","MOBUZO"
"#00306","M MOBUKAWA"
"#00307","MOBUKAWA"
"#00308","M MOBUSIMA"
"#00309","MOBUSIMA"
"#00310","M MOBUNABE"
"#00311","MOBUNABE"
"#00312","M MOBUBU"
"#00313","MOBUBU"
"#00314","M MOBUNO"
"#00315","MOBUNO"
"#00316","M MOBUDA"
"#00317","MOBUDA"
"#00318","M MOBUO"
"#00319","MOBUO"
"#00320","M MOBUMOTO"
"#00321","MOBUMOTO"
"#00322","M MOBUHARA"
"#00323","MOBUHARA"
"#00324","M MOBUI"
"#00325","MOBUI"
"#00326","A Cole"
"#00327","Cole"
"#00328","A"
"#00329","T Casey"
"#00330","Casey"
"#00331","T"
"#00332","B Silva"
"#00333","Silva"
"#00334","B"
"#00335","J Owen"
"#00336","Owen"
"#00337","J"
"#00338","R Gonzal"
"#00339","Gonzal"
"#00340","R"
"#00341","P Alvara"
"#00342","Alvara"
"#00343","P"
"#00344","R Massey"
"#00345","Massey"
"#00346","=#00340"
"#00347","B Fox"
"#00348","Fox"
"#00349","=#00334"
"#00350","H Hudson"
"#00351","Hudson"
"#00352","H"
"#00353","K Brown"
"#00354","Brown"
"#00355","K"
"#00356","C Sanders"
"#00357","Sanders"
"#00358","C"
"#00359","M Huff"
"#00360","Huff"
"#00361","M"
"#00362","W Reyes"
"#00363","Reyes"
"#00364","W"
"#00365","J Waters"
"#00366","Waters"
"#00367","=#00337"
"#00368","T Owens"
"#00369","Owens"
"#00370","=#00331"
"#00371","M Gross"
"#00372","Gross"
"#00373","=#00361"
"#00374","S Valdez"
"#00375","Valdez"
"#00376","S"
"#00377","Z Guzman"
"#00378","Guzman"
"#00379","Z"
"#00380","S Tyler"
"#00381","Tyler"
"#00382","=#00376"
"#00383","B Shelton"
"#00384","Shelton"
"#00385","=#00334"
"#00386","R Bennett"
"#00387","Bennett"
"#00388","=#00340"
"#00389","P Collins"
"#00390","Collins"
"#00391","=#00343"
"#00392","H Horton"
"#00393","Horton"
"#00394","=#00352"
"#00395","N May"
"#00396","May"
"#00397","N"
"#00398","G Spencer"
"#00399","Spencer"
"#00400","G"
"#00401","R Gibbs"
"#00402","Gibbs"
"#00403","=#00340"
"#00404","M Mari"
"#00405","Mari"
"#00406","=#00361"
"#00407","T Carr"
"#00408","Carr"
"#00409","=#00331"
"#00410","D Heckum"
"#00411","Heckum"
"#00412","D"
"#00413","J Vuzela"
"#00414","Vuzela"
"#00415","=#00337"
"#00416","Q Lowe"
"#00417","Lowe"
"#00418","Q"
"#00419","G Welch"
"#00420","Welch"
"#00421","=#00400"
"#00422","E Emswiler"
"#00423","Emswiler"
"#00424","E"
"#00425","M Marsh"
"#00426","Marsh"
"#00427","=#00361"
"#00428","N Hall"
"#00429","Hall"
"#00430","=#00397"
"#00431","C Pearson"
"#00432","Pearson"
"#00433","=#00358"
"#00434","M Barrett"
"#00435","Barrett"
"#00436","=#00361"
"#00437","F Sandal"
"#00438","Sandal"
"#00439","F"
"#00440","Q Sharp"
"#00441","Sharp"
"#00442","=#00418"
"#00443","A Curry"
"#00444","Curry"
"#00445","=#00328"
"#00446","Z Nash"
"#00447","Nash"
"#00448","=#00379"
"#00449","J Frazier"
"#00450","Frazier"
"#00451","=#00337"
"#00452","S Summers"
"#00453","Summers"
"#00454","=#00376"
"#00455","M Stanley"
"#00456","Stanley"
"#00457","=#00361"
"#00458","L Todd"
"#00459","Todd"
"#00460","L"
"#00461","L Jenkins"
"#00462","Jenkins"
"#00463","=#00460"
"#00464","E Estrada"
"#00465","Estrada"
"#00466","=#00424"
"#00467","M Gray"
"#00468","Gray"
"#00469","=#00361"
"#00470","R Manning"
"#00471","Manning"
"#00472","=#00340"
"#00473","I Warren"
"#00474","Warren"
"#00475","I"
"#00476","C Aguilar"
"#00477","Aguilar"
"#00478","=#00358"
"#00479","C Norris"
"#00480","Norris"
"#00481","=#00358"
"#00482","G Patton"
"#00483","Patton"
"#00484","=#00400"
"#00485","K McDonald"
"#00486","McDonald"
"#00487","=#00355"
"#00488","A Griffith"
"#00489","Griffith"
"#00490","=#00328"
"#00491","J Hutt"
"#00492","Hutt"
"#00493","=#00337"
"#00494","N Pratt"
"#00495","Pratt"
"#00496","=#00397"
"#00497","W Carter"
"#00498","Carter"
"#00499","=#00364"
"#00500","H Mathis"
"#00501","Mathis"
"#00502","=#00352"
"#00503","X Wong"
"#00504","Wong"
"#00505","X"
"#00506","J Henry"
"#00507","Henry"
"#00508","=#00337"
"#00509","D McGee"
"#00510","McGee"
"#00511","=#00412"
"#00512","D Boone"
"#00513","Boone"
"#00514","=#00412"
"#00515","M Elliott"
"#00516","Elliott"
"#00517","=#00361"
"#00518","H Hughes"
"#00519","Hughes"
"#00520","=#00352"
"#00521","M Burns"
"#00522","Burns"
"#00523","=#00361"
"#00524","A West"
"#00525","West"
"#00526","=#00328"
"#00527","P Pumpkin"
"#00528","Pumpkin"
"#00529","=#00343"
"#00530","K Phelps"
"#00531","Phelps"
"#00532","=#00355"
"#00533","D Glover"
"#00534","Glover"
"#00535","=#00412"
"#00536","C Fisher"
"#00537","Fisher"
"#00538","=#00358"
"#00539","M Hamill"
"#00540","Hamill"
"#00541","=#00361"
"#00542","A Quinn"
"#00543","Quinn"
"#00544","=#00328"
"#00545","R Kelley"
"#00546","Kelley"
"#00547","=#00340"
"#00548","H Adkins"
"#00549","Adkins"
"#00550","=#00352"
"#00551","F Phillips"
"#00552","Phillips"
"#00553","=#00439"
"#00554","T Morgan"
"#00555","Morgan"
"#00556","=#00331"
"#00557","V Hill"
"#00558","Hill"
"#00559","V"
"#00560","R Young"
"#00561","Young"
"#00562","=#00340"
"#00563","Q Jones"
"#00564","Jones"
"#00565","=#00418"
"#00566","M Mitchell"
"#00567","Mitchell"
"#00568","=#00361"
"#00569","R Thomas"
"#00570","Thomas"
"#00571","=#00340"
"#00572","S Martin"
"#00573","Martin"
"#00574","=#00376"
"#00575","P Griffin"
"#00576","Griffin"
"#00577","=#00343"
"#00578","C Cook"
"#00579","Cook"
"#00580","=#00358"
"#00581","N Barnes"
"#00582","Barnes"
"#00583","=#00397"
"#00584","Grizzly B"
"#00585","Grizzly"
"#00586","=#00334"
"#00587","K Ackbar"
"#00588","=#00355"
"#00589","Ackbar"
"#00590","Chimpan Z"
"#00591","Chimpan"
"#00592","Kairobot"
"#00593","Kairo"
"#00594","bot"
"#00595","Sally Prin"
"#00596","Sally"
"#00597","Prin"
"#00598","=#00012"
"#00599","Elimination Tournament."
"#00600","=#00013"
"#00601","=#00014"
"#00602","=#00015"
"#00603","=#00016"
"#00604","=#00017"
"#00605","=#00018"
"#00606","=#00019"
"#00607","Exhibition match with the Blue Stars."
"#00608","=#00020"
"#00609","Exhibition match with the Dribblers."
"#00610","=#00021"
"#00611","Exhibition match with the Blowfish."
"#00612","=#00022"
"#00613","Exhibition match with the Sea Slugs."
"#00614","=#00023"
"#00615","Exhibition match with the Wild Dogs."
"#00616","=#00024"
"#00617","Exhibition match with the Burrowers."
"#00618","=#00025"
"#00619","Exhibition match with the Tapeworms."
"#00620","=#00026"
"#00621","Exhibition match with the Treefrogs."
"#00622","=#00027"
"#00623","Exhibition match with the Peach Pits."
"#00624","=#00028"
"#00625","Exhibition match with the Cafe Lattes."
"#00626","=#00029"
"#00627","Exhibition match with the Eels."
"#00628","=#00030"
"#00629","Exhibition match with the Hamsters."
"#00630","=#00031"
"#00631","Exhibition match with the Nachos."
"#00632","=#00032"
"#00633","Exhibition match with the Poison Oaks."
"#00634","=#00033"
"#00635","Exhibition match with the Seagulls."
"#00636","=#00034"
"#00637","Exhibition match with the Hipsters."
"#00638","=#00035"
"#00639","Exhibition match with the Peanuts."
"#00640","=#00036"
"#00641","Exhibition match with the Pastafarians."
"#00642","=#00037"
"#00643","Exhibition match with the Sweetbreads."
"#00644","=#00038"
"#00645","Exhibition match with FC Spain."
"#00646","=#00039"
"#00647","Exhibition match with FC Italy."
"#00648","=#00040"
"#00649","Exhibition match with FC Germany."
"#00650","=#00041"
"#00651","Exhibition match with FC Ackbar."
"#00652","=#00042"
"#00653","Exhibition match with FC Chimpan."
"#00654","=#00043"
"#00655","Exhibition match with FC Kairo."
"#00656","=#00044"
"#00657","With a similar level opponent."
"#00658","=#00045"
"#00659","With a lower level opponent."
"#00660","=#00046"
"#00661","With a higher level opponent."
"#00662","=#00047"
"#00663","Exhibition match with the<br>Prins."
"#00664","Quit"
"#00665","Back"
"#00666","Save"
"#00667","Menu"
"#00668","Site"
"#00669","Switch"
"#00670","Remove"
"#00671","Explain"
"#00672","Info"
"#00673","=#00670"
"#00674","Bench"
"#00675","Edit"
"#00676","Confirm"
"#00677","Fortuneteller"
"#00678","Said to be scarily accurate."
"#00679","Local Mall"
"#00680","A busy local mall."
"#00681","Hot Springs Inn"
"#00682","A popular local hot springs inn."
"#00683","Eyeglass Comp."
"#00684","A local eyeglass company."
"#00685","Photographer"
"#00686","A famous local photographer."
"#00687","Local Circus"
"#00688","A circus with a 60-year history."
"#00689","Burger Shack"
"#00690","An eatery near the field. It's delicious!"
"#00691","Chinese Rest."
"#00692","Serves the best Hunan Tofu on earth."
"#00693","Food Company"
"#00694","Provides organic food to supermarkets."
"#00695","Convi-Mart"
"#00696","A local chain store."
"#00697","Transport Comp."
"#00698","A local transport company with national ambitions."
"#00699","Duck Hot Springs"
"#00700","Famous for its catchy theme song."
"#00701","Sushi Bar"
"#00702","A family sushi bar with the freshest ingredients."
"#00703","Clothing King"
"#00704","This popular brand sells anything you could wear."
"#00705","Bob's Billboards"
"#00706","Has 80% share of billboards seen around town."
"#00707","Constr. Comp."
"#00708","A construction company famous the world over."
"#00709","Instrument Maker"
"#00710","A maker of fine orchestral instruments."
"#00711","IT Company"
"#00712","A cutting-edge firm dealing in social media."
